"","Date","TOD","Exchange","Volume","Proportion"
"323",2014-07-16,"Close","BATS",0,0
"324",2014-07-17,"Close","BATS",0,0
"325",2014-07-18,"Close","BATS",0,0
"326",2014-07-21,"Close","BATS",0,0
"327",2014-07-22,"Close","BATS",0,0
"328",2014-07-23,"Close","BATS",0,0
"329",2014-07-24,"Close","BATS",0,0
"330",2014-07-25,"Close","BATS",0,0
"331",2014-07-28,"Close","BATS",0,0
"332",2014-07-29,"Close","BATS",0,0
"333",2014-07-30,"Close","BATS",0,0
"334",2014-07-31,"Close","BATS",0,0
"335",2014-08-01,"Close","BATS",0,0
"336",2014-08-04,"Close","BATS",0,0
"337",2014-08-05,"Close","BATS",0,0
"338",2014-08-06,"Close","BATS",0,0
"339",2014-08-07,"Close","BATS",0,0
"340",2014-08-08,"Close","BATS",0,0
"341",2014-08-11,"Close","BATS",0,0
"342",2014-08-12,"Close","BATS",0,0
"343",2014-08-13,"Close","BATS",0,0
"344",2014-08-14,"Close","BATS",0,0
"345",2014-08-15,"Close","BATS",0,0
"346",2014-08-18,"Close","BATS",0,0
"347",2014-08-19,"Close","BATS",0,0
"348",2014-08-20,"Close","BATS",0,0
"349",2014-08-21,"Close","BATS",0,0
"350",2014-08-22,"Close","BATS",0,0
"351",2014-08-25,"Close","BATS",0,0
"352",2014-08-26,"Close","BATS",0,0
"353",2014-08-27,"Close","BATS",0,0
"354",2014-08-28,"Close","BATS",0,0
"355",2014-08-29,"Close","BATS",0,0
"356",2014-09-02,"Close","BATS",0,0
"357",2014-09-03,"Close","BATS",0,0
"358",2014-09-04,"Close","BATS",0,0
"359",2014-09-05,"Close","BATS",0,0
"360",2014-09-08,"Close","BATS",0,0
"361",2014-09-09,"Close","BATS",0,0
"362",2014-09-10,"Close","BATS",0,0
"363",2014-09-11,"Close","BATS",0,0
"364",2014-09-12,"Close","BATS",0,0
"365",2014-09-15,"Close","BATS",0,0
"366",2014-09-16,"Close","BATS",0,0
"367",2014-09-17,"Close","BATS",0,0
"368",2014-09-18,"Close","BATS",0,0
"369",2014-09-19,"Close","BATS",0,0
"370",2014-09-22,"Close","BATS",0,0
"371",2014-09-23,"Close","BATS",0,0
"372",2014-09-24,"Close","BATS",0,0
"373",2014-09-25,"Close","BATS",0,0
"374",2014-09-26,"Close","BATS",0,0
"375",2014-09-29,"Close","BATS",0,0
"376",2014-09-30,"Close","BATS",0,0
"377",2014-01-02,"Open","BATS",0,0
"378",2014-01-03,"Open","BATS",0,0
"379",2014-01-06,"Open","BATS",0,0
"380",2014-01-07,"Open","BATS",0,0
"381",2014-01-08,"Open","BATS",0,0
"382",2014-01-09,"Open","BATS",0,0
"383",2014-01-10,"Open","BATS",0,0
"384",2014-01-13,"Open","BATS",0,0
"385",2014-01-14,"Open","BATS",0,0
"386",2014-01-15,"Open","BATS",0,0
"387",2014-01-16,"Open","BATS",0,0
"388",2014-01-17,"Open","BATS",0,0
"389",2014-01-21,"Open","BATS",0,0
"390",2014-01-22,"Open","BATS",0,0
"391",2014-01-23,"Open","BATS",0,0
"392",2014-01-24,"Open","BATS",0,0
"393",2014-01-27,"Open","BATS",0,0
"394",2014-01-28,"Open","BATS",0,0
"395",2014-01-29,"Open","BATS",0,0
"396",2014-01-30,"Open","BATS",0,0
"397",2014-01-31,"Open","BATS",0,0
"398",2014-02-03,"Open","BATS",0,0
"399",2014-02-04,"Open","BATS",0,0
"400",2014-02-05,"Open","BATS",0,0
"401",2014-02-06,"Open","BATS",0,0
"402",2014-02-07,"Open","BATS",0,0
"403",2014-02-10,"Open","BATS",0,0
"404",2014-02-11,"Open","BATS",0,0
"405",2014-02-12,"Open","BATS",0,0
"406",2014-02-13,"Open","BATS",0,0
"407",2014-02-14,"Open","BATS",0,0
"408",2014-02-18,"Open","BATS",0,0
"409",2014-02-19,"Open","BATS",0,0
"410",2014-02-20,"Open","BATS",0,0
"411",2014-02-21,"Open","BATS",0,0
"412",2014-02-24,"Open","BATS",0,0
"413",2014-02-25,"Open","BATS",0,0
"414",2014-02-26,"Open","BATS",0,0
"415",2014-02-27,"Open","BATS",0,0
"416",2014-02-28,"Open","BATS",0,0
"417",2014-03-03,"Open","BATS",0,0
"418",2014-03-04,"Open","BATS",0,0
"419",2014-03-05,"Open","BATS",0,0
"420",2014-03-06,"Open","BATS",0,0
"421",2014-03-07,"Open","BATS",0,0
"422",2014-03-10,"Open","BATS",0,0
"423",2014-03-11,"Open","BATS",0,0
"424",2014-03-12,"Open","BATS",0,0
"425",2014-03-13,"Open","BATS",0,0
"426",2014-03-14,"Open","BATS",0,0
"427",2014-03-17,"Open","BATS",0,0
"428",2014-03-18,"Open","BATS",0,0
"429",2014-03-19,"Open","BATS",0,0
"430",2014-03-20,"Open","BATS",0,0
